file,sub,machine_correct,machine_attempted,machine_ins,enum_correct,enum_attempted,child_words,grade,conf
AA_e87962ab-1398-4ca,pw_eng,0,30,0,0.0,5.0,7,2.0,0.9
AA_e87962ab-1398-4ca,idwrd_eng,6,49,131,9.0,17.0,179,2.0,1.0
AA_e87962ab-1398-4ca,orf_eng,0,59,63,0.0,5.0,122,2.0,1.0
AA_b4c70664-f41f-4d8,letterid_urd,1,78,0,17.0,25.0,41,1.0,0.6
AA_b4c70664-f41f-4d8,idwrd_urd,0,50,18,0.0,5.0,68,1.0,0.6
AA_b4c70664-f41f-4d8,letterid_eng,19,97,0,25.0,45.0,58,1.0,0.9
AA_b4c70664-f41f-4d8,pw_eng,0,30,138,0.0,5.0,168,1.0,0.8
AA_2961fac7-aa9a-4de,letterid_urd,0,78,0,33.0,41.0,67,1.0,1.0
AA_2961fac7-aa9a-4de,idwrd_urd,0,50,0,16.0,21.0,12,1.0,1.0
AA_2961fac7-aa9a-4de,orf_urd,1,60,0,0.0,5.0,3,1.0,1.0
AA_2961fac7-aa9a-4de,letterid_eng,40,97,2,48.0,50.0,57,1.0,1.0
AA_2961fac7-aa9a-4de,pw_eng,0,30,0,0.0,5.0,13,1.0,1.0
AA_2961fac7-aa9a-4de,orf_eng,5,59,0,0.0,5.0,13,1.0,1.0
AA_7e464fe2-5d7c-408,letterid_urd,7,78,2,94.0,100.0,66,3.0,0.9
AA_7e464fe2-5d7c-408,idwrd_urd,0,50,0,1.0,6.0,44,3.0,0.4
AA_7e464fe2-5d7c-408,letterid_eng,15,97,0,100.0,100.0,49,3.0,0.6
AA_27cc721a-0d76-42a,idwrd_urd,0,50,30,1.0,7.0,80,1.0,0.5
AA_27cc721a-0d76-42a,orf_urd,2,60,0,0.0,6.0,31,1.0,0.5
AA_92bdf696-3742-41e,letterid_urd,16,78,7,100.0,100.0,85,2.0,0.9
AA_92bdf696-3742-41e,idwrd_urd,14,38,8,30.0,40.0,44,2.0,0.9
AA_92bdf696-3742-41e,orf_urd,0,60,0,3.0,55.0,49,2.0,0.9
AA_92bdf696-3742-41e,letterid_eng,27,97,0,51.0,52.0,84,2.0,0.9
AA_92bdf696-3742-41e,pw_eng,0,30,0,0.0,5.0,3,2.0,0.7
AA_92bdf696-3742-41e,idwrd_eng,1,49,0,20.0,25.0,23,2.0,0.7
AA_6d4a8671-522e-4cc,letterid_urd,9,78,6,60.0,60.0,79,3.0,0.9
AA_6d4a8671-522e-4cc,idwrd_urd,4,50,15,19.0,20.0,65,3.0,0.8
AA_6d4a8671-522e-4cc,orf_urd,3,60,25,31.0,33.0,85,3.0,0.9
AA_6d4a8671-522e-4cc,letterid_eng,56,97,128,98.0,99.0,224,3.0,0.9
AA_6d4a8671-522e-4cc,orf_eng,27,59,2,52.0,59.0,39,3.0,0.8
AA_284e5d4b-0271-4ce,letterid_urd,33,73,2,70.0,74.0,75,5.0,0.9
AA_284e5d4b-0271-4ce,idwrd_urd,35,50,42,47.0,50.0,92,5.0,0.9
AA_284e5d4b-0271-4ce,orf_urd,38,60,4,56.0,60.0,64,5.0,0.9
AA_284e5d4b-0271-4ce,letterid_eng,83,97,12,100.0,100.0,105,5.0,0.9
AA_284e5d4b-0271-4ce,pw_eng,0,30,0,0.0,5.0,6,5.0,0.7
AA_284e5d4b-0271-4ce,idwrd_eng,30,49,3,38.0,46.0,46,5.0,0.9
AA_284e5d4b-0271-4ce,orf_eng,39,58,1,40.0,53.0,58,5.0,0.9
AA_df7b47e1-1bc3-45c,letterid_urd,4,78,0,52.0,54.0,62,5.0,1.0
AA_df7b47e1-1bc3-45c,idwrd_urd,34,50,3,48.0,50.0,53,5.0,1.0
AA_df7b47e1-1bc3-45c,orf_urd,42,60,0,60.0,60.0,60,5.0,1.0
AA_df7b47e1-1bc3-45c,letterid_eng,59,97,72,84.0,85.0,164,5.0,1.0
AA_df7b47e1-1bc3-45c,pw_eng,0,30,0,35.0,37.0,19,5.0,0.9
AA_df7b47e1-1bc3-45c,idwrd_eng,22,49,2,42.0,50.0,48,5.0,1.0
AA_df7b47e1-1bc3-45c,orf_eng,44,51,4,53.0,57.0,54,5.0,1.0
AA_a2bda34a-2d3a-439,letterid_urd,0,78,0,35.0,38.0,76,5.0,0.8
AA_a2bda34a-2d3a-439,orf_urd,16,60,2,60.0,60.0,38,5.0,0.9
AA_a2bda34a-2d3a-439,letterid_eng,45,97,126,100.0,100.0,223,5.0,1.0
AA_a2bda34a-2d3a-439,pw_eng,0,30,168,0.0,5.0,198,5.0,0.8
AA_a2bda34a-2d3a-439,idwrd_eng,12,49,0,49.0,50.0,17,5.0,1.0
AA_a2bda34a-2d3a-439,orf_eng,1,59,0,56.0,60.0,18,5.0,0.9
AA_d499cff8-38a9-4eb,letterid_urd,18,78,12,71.0,71.0,85,5.0,0.95
AA_d499cff8-38a9-4eb,idwrd_urd,45,50,0,50.0,50.0,50,5.0,0.95
AA_d499cff8-38a9-4eb,orf_urd,43,60,0,60.0,60.0,60,5.0,0.95
AA_d499cff8-38a9-4eb,letterid_eng,51,97,44,99.0,100.0,140,5.0,0.95
AA_d499cff8-38a9-4eb,pw_eng,2,30,21,50.0,50.0,51,5.0,0.95
AA_d499cff8-38a9-4eb,idwrd_eng,43,49,2,49.0,50.0,50,5.0,0.95
AA_d499cff8-38a9-4eb,orf_eng,58,59,2,60.0,60.0,60,5.0,0.95
AA_5f48be27-6ed5-42e,letterid_urd,3,78,0,80.0,80.0,29,5.0,1.0
AA_5f48be27-6ed5-42e,idwrd_urd,0,50,0,5.0,9.0,27,5.0,0.8
AA_5f48be27-6ed5-42e,orf_urd,0,60,0,58.0,60.0,4,5.0,0.6
AA_1d938bbd-776b-4b6,letterid_urd,4,78,0,55.0,55.0,69,3.0,0.9
AA_1d938bbd-776b-4b6,idwrd_urd,46,50,1,50.0,50.0,51,3.0,0.9
AA_1d938bbd-776b-4b6,orf_urd,43,60,0,60.0,60.0,59,3.0,0.9
AA_1d938bbd-776b-4b6,letterid_eng,67,97,64,100.0,100.0,159,3.0,0.9
AA_1d938bbd-776b-4b6,pw_eng,3,30,97,50.0,50.0,127,3.0,0.8
AA_1d938bbd-776b-4b6,idwrd_eng,7,49,0,50.0,50.0,15,3.0,0.9
AA_1d938bbd-776b-4b6,orf_eng,44,59,3,60.0,60.0,59,3.0,0.9
AA_51a660bb-7db5-4a2,idwrd_urd,5,50,0,0.0,5.0,16,3.0,0.9
AA_51a660bb-7db5-4a2,orf_urd,34,60,6,11.0,60.0,66,3.0,0.9
AA_51a660bb-7db5-4a2,pw_eng,0,30,17,0.0,5.0,47,3.0,0.7
AA_51a660bb-7db5-4a2,letterid_eng,57,97,124,88.0,89.0,218,3.0,0.9
AA_51a660bb-7db5-4a2,idwrd_eng,30,49,27,16.0,22.0,74,3.0,0.8
AA_51a660bb-7db5-4a2,orf_eng,15,59,0,0.0,5.0,32,3.0,0.7
AA_398f7981-c4b7-4fd,letterid_urd,1,78,6,36.0,41.0,84,2.0,1.0
AA_398f7981-c4b7-4fd,idwrd_urd,1,50,25,8.0,13.0,75,2.0,0.9
AA_398f7981-c4b7-4fd,orf_urd,1,60,0,7.0,10.0,50,2.0,1.0
AA_398f7981-c4b7-4fd,letterid_eng,55,97,1,70.0,70.0,74,2.0,0.9
AA_398f7981-c4b7-4fd,idwrd_eng,0,49,92,8.0,12.0,141,2.0,0.9
AA_398f7981-c4b7-4fd,orf_eng,2,59,0,0.0,5.0,25,2.0,1.0
AA_bf842fbd-d0b6-48f,letterid_urd,0,78,81,1.0,1.0,159,2.0,0.8
AA_bf842fbd-d0b6-48f,idwrd_urd,3,50,55,7.0,8.0,105,2.0,0.8
AA_bf842fbd-d0b6-48f,orf_urd,2,60,67,12.0,13.0,127,2.0,0.9
AA_bf842fbd-d0b6-48f,letterid_eng,45,97,4,64.0,66.0,68,2.0,1.0
AA_bf842fbd-d0b6-48f,pw_eng,5,30,71,38.0,50.0,101,2.0,0.9
AA_bf842fbd-d0b6-48f,idwrd_eng,5,49,176,11.0,15.0,225,2.0,0.9
AA_bf842fbd-d0b6-48f,orf_eng,3,59,99,0.0,5.0,158,2.0,1.0
AA_35367e51-cc29-4df,letterid_urd,10,78,0,80.0,83.0,71,3.0,1.0
AA_35367e51-cc29-4df,idwrd_urd,0,50,0,40.0,50.0,41,3.0,0.9
AA_35367e51-cc29-4df,orf_urd,0,60,0,18.0,26.0,55,3.0,1.0
AA_35367e51-cc29-4df,letterid_eng,74,97,73,92.0,92.0,168,3.0,1.0
AA_35367e51-cc29-4df,pw_eng,4,30,113,13.0,19.0,143,3.0,1.0
AA_35367e51-cc29-4df,idwrd_eng,7,49,33,13.0,19.0,82,3.0,1.0
AA_35367e51-cc29-4df,orf_eng,6,59,26,17.0,24.0,85,3.0,1.0
AA_e323a748-9ded-40c,letterid_urd,6,78,0,52.0,52.0,59,4.0,0.9
AA_e323a748-9ded-40c,idwrd_urd,41,49,6,48.0,50.0,55,4.0,1.0
AA_e323a748-9ded-40c,orf_urd,41,60,1,60.0,60.0,59,4.0,1.0
AA_e323a748-9ded-40c,letterid_eng,71,97,4,96.0,97.0,89,4.0,1.0
AA_e323a748-9ded-40c,pw_eng,2,30,43,47.0,50.0,73,4.0,0.8
AA_e323a748-9ded-40c,idwrd_eng,36,49,2,45.0,50.0,49,4.0,1.0
AA_e323a748-9ded-40c,orf_eng,12,59,0,55.0,60.0,30,4.0,1.0
AA_7e082938-042e-46a,letterid_urd,4,78,14,81.0,81.0,92,5.0,0.9
AA_7e082938-042e-46a,idwrd_urd,42,50,2,49.0,50.0,52,5.0,1.0
AA_7e082938-042e-46a,orf_urd,42,60,0,59.0,60.0,60,5.0,1.0
AA_7e082938-042e-46a,letterid_eng,38,97,122,99.0,100.0,219,5.0,1.0
AA_7e082938-042e-46a,pw_eng,4,5,0,0.0,5.0,4,5.0,0.9
AA_7e082938-042e-46a,idwrd_eng,1,49,0,50.0,50.0,13,5.0,1.0
AA_7e082938-042e-46a,orf_eng,6,59,0,52.0,60.0,23,5.0,0.5
AA_8e03896a-2912-496,letterid_urd,2,78,77,58.0,60.0,155,3.0,1.0
AA_8e03896a-2912-496,idwrd_urd,15,50,0,33.0,41.0,23,3.0,1.0
AA_8e03896a-2912-496,orf_urd,19,60,8,55.0,60.0,66,3.0,1.0
AA_8e03896a-2912-496,letterid_eng,58,90,8,66.0,68.0,75,3.0,1.0
AA_8e03896a-2912-496,pw_eng,4,5,0,0.0,5.0,4,3.0,0.9
AA_8e03896a-2912-496,idwrd_eng,0,49,98,3.0,15.0,147,3.0,1.0
AA_8e03896a-2912-496,orf_eng,3,59,0,0.0,5.0,12,3.0,1.0
AA_5d26dbc5-d348-4c6,letterid_urd,7,78,4,100.0,100.0,82,5.0,0.95
AA_5d26dbc5-d348-4c6,idwrd_urd,13,50,1,50.0,50.0,51,5.0,0.95
AA_5d26dbc5-d348-4c6,orf_urd,29,60,3,60.0,60.0,63,5.0,0.9
AA_5d26dbc5-d348-4c6,letterid_eng,28,97,25,100.0,100.0,121,5.0,0.95
AA_5d26dbc5-d348-4c6,pw_eng,0,30,0,50.0,50.0,18,5.0,0.95
AA_5d26dbc5-d348-4c6,idwrd_eng,13,49,0,50.0,50.0,39,5.0,0.95
AA_5d26dbc5-d348-4c6,orf_eng,27,59,2,60.0,60.0,60,5.0,0.95
AA_30410594-6fd6-468,letterid_urd,1,78,73,2.0,6.0,151,1.0,0.8
AA_30410594-6fd6-468,letterid_eng,15,97,0,2.0,30.0,34,1.0,1.0
AA_3a4a571d-875c-4bb,letterid_urd,9,78,1,58.0,60.0,77,5.0,0.9
AA_3a4a571d-875c-4bb,idwrd_urd,22,50,2,24.0,32.0,36,5.0,0.8
AA_3a4a571d-875c-4bb,orf_urd,27,49,3,38.0,46.0,52,5.0,0.9
AA_3a4a571d-875c-4bb,letterid_eng,59,97,9,81.0,81.0,91,5.0,0.9
AA_3a4a571d-875c-4bb,pw_eng,5,30,8,8.0,25.0,38,5.0,0.9
AA_3a4a571d-875c-4bb,idwrd_eng,10,49,77,25.0,29.0,125,5.0,0.8
AA_3a4a571d-875c-4bb,orf_eng,19,30,1,17.0,22.0,25,5.0,0.8
AA_2d306c3b-928f-478,letterid_urd,9,78,0,46.0,48.0,64,3.0,1.0
AA_2d306c3b-928f-478,idwrd_urd,0,50,0,13.0,20.0,49,3.0,0.9
AA_2d306c3b-928f-478,orf_urd,0,60,0,20.0,26.0,49,3.0,1.0
AA_2d306c3b-928f-478,letterid_eng,53,71,2,72.0,73.0,73,3.0,1.0
AA_2d306c3b-928f-478,pw_eng,0,30,0,0.0,5.0,7,3.0,1.0
AA_2d306c3b-928f-478,idwrd_eng,10,49,1,12.0,19.0,21,3.0,0.9
AA_0f412e35-93b8-4b7,letterid_urd,10,78,1,65.0,75.0,79,2.0,0.9
AA_0f412e35-93b8-4b7,idwrd_urd,3,50,5,24.0,35.0,55,2.0,0.9
AA_0f412e35-93b8-4b7,orf_urd,26,60,18,51.0,60.0,73,2.0,0.9
AA_0f412e35-93b8-4b7,letterid_eng,57,97,131,90.0,92.0,228,2.0,0.9
AA_0f412e35-93b8-4b7,pw_eng,4,30,0,0.0,5.0,8,2.0,0.8
AA_0f412e35-93b8-4b7,idwrd_eng,10,49,0,24.0,30.0,27,2.0,0.8
AA_0f412e35-93b8-4b7,orf_eng,5,59,0,0.0,5.0,12,2.0,0.8
AA_d2b6e70c-b3fd-4bd,letterid_urd,0,78,0,1.0,8.0,34,2.0,0.9
AA_d2b6e70c-b3fd-4bd,idwrd_urd,0,50,0,0.0,5.0,3,2.0,0.9
AA_d2b6e70c-b3fd-4bd,orf_urd,0,60,0,0.0,5.0,6,2.0,0.9
AA_d2b6e70c-b3fd-4bd,letterid_eng,18,91,0,16.0,27.0,36,2.0,1.0
AA_d2b6e70c-b3fd-4bd,pw_eng,0,30,0,0.0,5.0,13,2.0,0.8
AA_d2b6e70c-b3fd-4bd,idwrd_eng,2,49,0,0.0,5.0,13,2.0,0.9
AA_d2b6e70c-b3fd-4bd,orf_eng,1,59,0,0.0,5.0,3,2.0,0.9
AA_7f61eb3f-65c7-4fd,letterid_urd,7,78,1,71.0,77.0,74,2.0,1.0
AA_7f61eb3f-65c7-4fd,idwrd_urd,3,50,32,14.0,21.0,82,2.0,1.0
AA_7f61eb3f-65c7-4fd,orf_urd,0,60,0,0.0,5.0,14,2.0,0.9
AA_7f61eb3f-65c7-4fd,letterid_eng,62,97,10,79.0,80.0,90,2.0,1.0
AA_7f61eb3f-65c7-4fd,pw_eng,0,30,0,0.0,5.0,21,2.0,0.9
AA_7f61eb3f-65c7-4fd,idwrd_eng,6,49,101,25.0,36.0,149,2.0,1.0
AA_a8f5a4cb-8b11-426,letterid_urd,0,78,0,49.0,82.0,10,2.0,0.8
AA_a8f5a4cb-8b11-426,idwrd_urd,13,50,1,18.0,28.0,42,2.0,0.9
AA_a8f5a4cb-8b11-426,orf_urd,7,27,1,1.0,1.0,28,2.0,1.0
AA_a8f5a4cb-8b11-426,letterid_eng,31,97,2,96.0,99.0,86,2.0,1.0
AA_a8f5a4cb-8b11-426,pw_eng,0,30,0,0.0,50.0,26,2.0,0.6
AA_a8f5a4cb-8b11-426,idwrd_eng,13,49,0,29.0,41.0,42,2.0,1.0
AA_a8f5a4cb-8b11-426,orf_eng,4,59,0,6.0,60.0,11,2.0,1.0
AA_7a35917e-6b9d-418,letterid_urd,4,78,0,18.0,36.0,43,2.0,1.0
AA_7a35917e-6b9d-418,idwrd_urd,0,50,0,1.0,6.0,23,2.0,0.8
AA_7a35917e-6b9d-418,letterid_eng,32,97,34,28.0,32.0,131,2.0,1.0
AA_19062548-6352-45b,orf_urd,0,60,0,32.0,39.0,24,2.0,0.8
AA_19062548-6352-45b,letterid_eng,40,97,65,84.0,85.0,161,2.0,1.0
AA_19062548-6352-45b,idwrd_eng,0,49,0,25.0,42.0,28,2.0,0.8
AA_8d152f25-5b3e-4b3,letterid_urd,5,78,21,90.0,91.0,99,3.0,1.0
AA_8d152f25-5b3e-4b3,idwrd_urd,13,50,20,25.0,28.0,70,3.0,1.0
AA_8d152f25-5b3e-4b3,orf_urd,5,60,15,58.0,60.0,75,3.0,1.0
AA_8d152f25-5b3e-4b3,letterid_eng,61,97,125,77.0,77.0,222,3.0,0.7
AA_f9c6d56f-7ca9-4ff,letterid_urd,7,78,32,100.0,100.0,110,5.0,1.0
AA_f9c6d56f-7ca9-4ff,idwrd_urd,45,50,0,49.0,50.0,50,5.0,1.0
AA_f9c6d56f-7ca9-4ff,orf_urd,43,60,1,60.0,60.0,61,5.0,1.0
AA_f9c6d56f-7ca9-4ff,letterid_eng,84,97,8,100.0,100.0,103,5.0,1.0
AA_f9c6d56f-7ca9-4ff,pw_eng,4,30,35,49.0,50.0,64,5.0,1.0
AA_f9c6d56f-7ca9-4ff,idwrd_eng,37,49,2,48.0,50.0,44,5.0,1.0
AA_f9c6d56f-7ca9-4ff,orf_eng,41,59,2,57.0,60.0,47,5.0,1.0
AA_977bf4d2-d71d-42b,letterid_urd,3,78,29,71.0,72.0,107,5.0,0.9
AA_977bf4d2-d71d-42b,idwrd_urd,26,50,10,45.0,50.0,59,5.0,0.9
AA_977bf4d2-d71d-42b,orf_urd,40,60,0,57.0,60.0,60,5.0,0.9
AA_977bf4d2-d71d-42b,letterid_eng,51,97,49,100.0,100.0,143,5.0,0.9
AA_977bf4d2-d71d-42b,pw_eng,0,30,142,34.0,44.0,172,5.0,0.7
AA_977bf4d2-d71d-42b,idwrd_eng,1,49,0,42.0,50.0,14,5.0,0.9
AA_977bf4d2-d71d-42b,orf_eng,6,59,0,51.0,60.0,25,5.0,0.8
AA_55913fb1-5a12-42a,letterid_urd,10,78,34,100.0,100.0,112,3.0,0.9
AA_55913fb1-5a12-42a,pw_eng,5,30,4,32.0,35.0,34,3.0,0.6
AA_55913fb1-5a12-42a,idwrd_eng,15,49,1,50.0,50.0,35,3.0,0.5
AA_55913fb1-5a12-42a,orf_eng,28,59,0,57.0,60.0,46,3.0,0.5
AA_6f02809d-d960-4d3,orf_urd,36,53,13,58.0,60.0,66,4.0,0.7
AA_6f02809d-d960-4d3,letterid_eng,47,97,22,99.0,100.0,117,4.0,0.9
AA_6f02809d-d960-4d3,idwrd_eng,0,49,74,43.0,46.0,123,4.0,0.9
AA_6f02809d-d960-4d3,pw_eng,0,30,37,44.0,46.0,67,4.0,0.8
AA_b041c30a-d404-49f,letterid_urd,3,74,0,30.0,41.0,29,2.0,0.9
AA_b041c30a-d404-49f,idwrd_urd,0,50,0,0.0,5.0,20,2.0,0.9
AA_b041c30a-d404-49f,orf_urd,0,60,0,0.0,5.0,13,2.0,0.9
AA_b041c30a-d404-49f,letterid_eng,29,97,0,26.0,36.0,40,2.0,0.9
AA_b041c30a-d404-49f,pw_eng,0,30,0,1.0,5.0,13,2.0,0.9
AA_b041c30a-d404-49f,idwrd_eng,0,49,0,1.0,5.0,16,2.0,0.9
AA_b041c30a-d404-49f,orf_eng,1,59,0,0.0,5.0,11,2.0,0.9
AA_52be51a8-a34a-4d0,letterid_urd,3,78,0,92.0,100.0,77,2.0,0.9
AA_52be51a8-a34a-4d0,idwrd_urd,0,50,0,43.0,50.0,43,2.0,0.9
AA_52be51a8-a34a-4d0,orf_urd,0,60,0,0.0,6.0,28,2.0,0.9
AA_52be51a8-a34a-4d0,letterid_eng,59,97,63,98.0,100.0,153,2.0,0.9
AA_52be51a8-a34a-4d0,pw_eng,0,30,96,43.0,50.0,126,2.0,0.9
AA_52be51a8-a34a-4d0,idwrd_eng,0,49,89,30.0,50.0,138,2.0,0.9
AA_52be51a8-a34a-4d0,orf_eng,3,59,72,54.0,60.0,131,2.0,0.6
AA_ab58d9ce-9e25-42f,letterid_urd,6,78,26,93.0,93.0,104,3.0,0.95
AA_ab58d9ce-9e25-42f,idwrd_urd,30,50,2,38.0,50.0,46,3.0,0.95
AA_ab58d9ce-9e25-42f,orf_urd,24,60,1,45.0,60.0,53,3.0,0.95
AA_ab58d9ce-9e25-42f,letterid_eng,68,97,13,94.0,96.0,106,3.0,0.95
AA_ab58d9ce-9e25-42f,idwrd_eng,12,49,0,22.0,40.0,34,3.0,0.9
AA_3815999e-d698-486,letterid_urd,3,78,0,15.0,15.0,54,2.0,1.0
AA_3815999e-d698-486,idwrd_urd,0,50,0,0.0,5.0,17,2.0,0.7
AA_3815999e-d698-486,letterid_eng,33,97,128,87.0,88.0,224,2.0,1.0
AA_3815999e-d698-486,pw_eng,0,30,34,9.0,15.0,64,2.0,0.6
AA_3815999e-d698-486,idwrd_eng,1,49,173,0.0,5.0,222,2.0,1.0
AA_3815999e-d698-486,orf_eng,0,59,0,0.0,5.0,6,2.0,1.0
AA_422a2830-a7ac-4b4,letterid_urd,10,78,43,99.0,100.0,121,5.0,1.0
AA_422a2830-a7ac-4b4,idwrd_urd,45,50,3,48.0,50.0,53,5.0,0.9
AA_422a2830-a7ac-4b4,orf_urd,43,60,4,59.0,60.0,64,5.0,0.8
AA_422a2830-a7ac-4b4,letterid_eng,75,97,59,100.0,100.0,153,5.0,1.0
AA_422a2830-a7ac-4b4,idwrd_eng,0,49,0,50.0,50.0,39,5.0,0.9
AA_422a2830-a7ac-4b4,orf_eng,58,59,2,60.0,60.0,61,5.0,0.9
AA_54566619-3293-4dd,letterid_urd,0,78,0,18.0,21.0,6,1.0,0.7
AA_54566619-3293-4dd,idwrd_urd,0,50,7,1.0,6.0,57,1.0,0.8
AA_54566619-3293-4dd,letterid_eng,20,97,0,29.0,29.0,26,1.0,0.7
AA_54566619-3293-4dd,orf_urd,5,60,0,1.0,6.0,48,1.0,0.6
AA_b11dfafb-fc92-462,idwrd_urd,11,50,34,44.0,50.0,84,2.0,0.8
AA_b11dfafb-fc92-462,orf_urd,23,60,11,12.0,17.0,70,2.0,0.9
AA_b11dfafb-fc92-462,letterid_urd,0,78,0,34.0,38.0,33,2.0,0.6
AA_b11dfafb-fc92-462,letterid_eng,0,97,0,82.0,85.0,14,2.0,0.9
AA_b11dfafb-fc92-462,pw_eng,1,30,120,0.0,5.0,150,2.0,0.8
AA_b11dfafb-fc92-462,idwrd_eng,1,49,0,22.0,26.0,16,2.0,0.9
AA_b11dfafb-fc92-462,orf_eng,7,59,0,0.0,5.0,36,2.0,0.8
AA_72720d37-958f-4af,letterid_urd,2,78,6,59.0,59.0,84,3.0,0.9
AA_72720d37-958f-4af,idwrd_urd,1,50,0,0.0,5.0,22,3.0,0.9
AA_72720d37-958f-4af,letterid_eng,43,97,126,100.0,100.0,222,3.0,0.9
AA_8c934dfb-1a72-492,letterid_urd,13,78,4,45.0,52.0,54,4.0,1.0
AA_8c934dfb-1a72-492,idwrd_urd,2,50,0,18.0,24.0,38,4.0,0.9
AA_8c934dfb-1a72-492,orf_urd,9,60,0,23.0,56.0,34,4.0,0.8
AA_8c934dfb-1a72-492,letterid_eng,38,97,4,69.0,70.0,81,4.0,1.0
AA_8c934dfb-1a72-492,idwrd_eng,1,49,0,1.0,5.0,7,4.0,0.6
AA_86da0dbc-4ece-4ee,letterid_urd,0,78,0,54.0,56.0,53,2.0,0.9
AA_86da0dbc-4ece-4ee,idwrd_urd,0,50,0,9.0,18.0,8,2.0,0.8
AA_86da0dbc-4ece-4ee,orf_urd,1,56,0,11.0,24.0,29,2.0,0.9
AA_86da0dbc-4ece-4ee,letterid_eng,51,97,5,71.0,71.0,86,2.0,0.7
AA_86da0dbc-4ece-4ee,pw_eng,0,30,33,3.0,17.0,63,2.0,0.6
AA_86da0dbc-4ece-4ee,idwrd_eng,0,49,13,22.0,26.0,62,2.0,0.4
AA_a8eef4b9-ab7b-48d,letterid_urd,5,78,0,33.0,43.0,47,1.0,1.0
AA_a8eef4b9-ab7b-48d,idwrd_urd,0,50,0,35.0,40.0,4,1.0,1.0
AA_a8eef4b9-ab7b-48d,letterid_eng,40,97,5,57.0,60.0,62,1.0,1.0
AA_a8eef4b9-ab7b-48d,pw_eng,0,30,0,0.0,5.0,10,1.0,0.9
AA_a8eef4b9-ab7b-48d,idwrd_eng,6,7,0,1.0,7.0,6,1.0,1.0
AA_1972026f-6357-47c,idwrd_urd,11,50,0,50.0,50.0,19,4.0,1.0
AA_1972026f-6357-47c,orf_urd,4,60,0,55.0,55.0,25,4.0,1.0
AA_1972026f-6357-47c,letterid_eng,22,97,0,100.0,100.0,88,4.0,0.9
AA_1972026f-6357-47c,idwrd_eng,7,49,80,35.0,42.0,129,4.0,1.0
AA_1972026f-6357-47c,orf_eng,4,59,0,30.0,39.0,42,4.0,0.9
AA_1e4a7c58-e85a-483,letterid_urd,2,78,0,1.0,1.0,22,5.0,0.7
AA_1e4a7c58-e85a-483,idwrd_urd,5,50,46,6.0,14.0,96,5.0,0.9
AA_1e4a7c58-e85a-483,orf_urd,1,60,23,0.0,18.0,83,5.0,0.9
AA_1e4a7c58-e85a-483,letterid_eng,41,85,3,5.0,6.0,49,5.0,1.0
AA_1e4a7c58-e85a-483,pw_eng,0,30,0,0.0,5.0,15,5.0,0.9
AA_1e4a7c58-e85a-483,idwrd_eng,6,49,9,16.0,25.0,58,5.0,1.0
AA_1e4a7c58-e85a-483,orf_eng,5,59,0,1.0,1.0,13,5.0,0.9
AA_eb127efb-92a9-4eb,letterid_urd,5,78,28,71.0,74.0,106,4.0,0.95
AA_eb127efb-92a9-4eb,idwrd_urd,2,50,0,3.0,9.0,6,4.0,0.8
AA_eb127efb-92a9-4eb,orf_urd,4,60,0,13.0,13.0,16,4.0,0.9
AA_eb127efb-92a9-4eb,letterid_eng,63,97,8,94.0,95.0,91,4.0,0.95
AA_eb127efb-92a9-4eb,pw_eng,0,30,0,1.0,6.0,7,4.0,0.85
AA_eb127efb-92a9-4eb,idwrd_eng,2,25,0,1.0,6.0,2,4.0,0.9
AA_eb127efb-92a9-4eb,orf_eng,0,59,0,1.0,6.0,8,4.0,0.9
AA_0b2fc30d-55f4-429,letterid_urd,1,78,0,37.0,44.0,70,3.0,0.95
AA_0b2fc30d-55f4-429,idwrd_urd,2,50,0,1.0,5.0,23,3.0,0.95
AA_0b2fc30d-55f4-429,orf_urd,0,60,14,2.0,21.0,74,3.0,0.9
AA_0b2fc30d-55f4-429,letterid_eng,31,97,50,63.0,64.0,146,3.0,0.95
AA_0b2fc30d-55f4-429,pw_eng,0,30,0,0.0,5.0,22,3.0,0.9
AA_0b2fc30d-55f4-429,idwrd_eng,0,49,0,0.0,5.0,24,3.0,0.95
AA_0b2fc30d-55f4-429,orf_eng,4,59,0,6.0,11.0,11,3.0,0.9
AA_05dc5dd8-2974-479,letterid_urd,5,78,0,41.0,52.0,61,4.0,1.0
AA_05dc5dd8-2974-479,idwrd_urd,42,50,0,47.0,50.0,49,4.0,1.0
AA_05dc5dd8-2974-479,orf_urd,43,60,0,59.0,60.0,60,4.0,1.0
AA_05dc5dd8-2974-479,letterid_eng,58,97,63,100.0,100.0,158,4.0,1.0
AA_05dc5dd8-2974-479,idwrd_eng,1,49,0,44.0,50.0,14,4.0,1.0
AA_05dc5dd8-2974-479,orf_eng,56,59,1,54.0,60.0,59,4.0,1.0
AA_d99c7b13-c3a8-489,letterid_urd,0,78,0,47.0,69.0,72,3.0,0.9
AA_d99c7b13-c3a8-489,idwrd_urd,0,50,0,47.0,50.0,15,3.0,1.0
AA_d99c7b13-c3a8-489,orf_urd,38,60,19,59.0,60.0,78,3.0,1.0
AA_d99c7b13-c3a8-489,letterid_eng,54,97,9,95.0,96.0,99,3.0,1.0
AA_d99c7b13-c3a8-489,idwrd_eng,1,49,161,39.0,40.0,210,3.0,0.9
AA_d99c7b13-c3a8-489,orf_eng,5,59,0,36.0,44.0,53,3.0,1.0
